,id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
68329,93904,0.104,23368,239380,0,0,0,98.72,20,A,Rural,1
68330,18732,0.036,22641,234670,0,0,0,99.28,29,A,Rural,1
68331,37200,0.394,13883,112610,0,0,0,98.48,9,B,Urban,1
68332,3832,0.014,20090,237610,0,0,0,99.72,14,A,Urban,1
68333,109596,0.977,17529,208850,3,0,0,98.22,14,C,Rural,1
68334,71693,0.071,21184,342120,0,0,0,99.49,11,B,Urban,1
68335,56160,0.131,14247,57670,0,0,0,99.22,9,C,Rural,1
68336,108963,0.696,17167,175930,0,0,0,98.62,12,D,Rural,1
68337,55841,0.002,17533,76320,0,0,0,99.23,9,A,Urban,1
68338,61458,0.124,21540,133780,1,0,0,99.59,12,B,Rural,1
68339,103537,0.768,19350,294810,0,0,0,99.08,15,C,Urban,1
68340,46519,0.058,22271,321000,0,0,0,99.75,15,B,Rural,1
68341,19623,0.023,21545,162560,0,0,0,98.75,42,A,Rural,1
68342,18621,0,23002,192120,0,0,0,,6,B,Urban,1
68343,14683,0.48,10958,117070,0,0,0,99.54,11,A,Rural,1
68344,60803,0.045,14250,123750,0,0,0,98.83,20,D,Urban,1
68345,50714,0.906,28849,39390,0,0,0,96.81,10,A,Rural,1
68346,6782,0.072,25190,144310,0,0,0,99.29,14,A,Rural,1
68347,63936,0.118,19725,90080,0,0,0,98.46,10,A,Urban,1
68348,90178,0.026,25195,273900,0,0,0,99.66,6,C,Urban,1
68349,87147,0.015,31403,126710,0,0,0,99.89,9,A,Rural,1
68350,91824,0.846,18263,60060,0,0,0,99.15,8,B,Rural,1
68351,79668,0.168,20811,240100,0,0,0,99.01,17,D,Rural,1
68352,82640,0.047,8766,157860,0,0,0,99.89,4,A,Urban,1
68353,24003,0.193,29572,97570,1,0,0,98.49,12,A,Urban,1
68354,19249,0.08,28112,150060,0,0,0,99.03,16,A,Rural,1
68355,39123,0.127,10960,210150,0,0,0,99.88,6,A,Urban,1
68356,100172,0.418,14250,341140,0,0,0,99.24,12,D,Rural,1
68357,1519,0.032,20453,195130,1,0,0,99.89,10,A,Urban,1
68358,16667,0.003,23003,183080,0,0,0,99.21,10,B,Urban,1
68359,71091,0.612,8041,27930,0,0,0,99.83,4,A,Rural,1
68360,36654,0.52,23375,75340,0,0,0,98.29,11,A,Rural,1
68361,12547,1,13517,101590,0,0,0,97.5,7,C,Urban,1
68362,30076,0.283,17528,300130,1,0,0,99.32,14,A,Urban,1
68363,64073,1,10234,72130,0,0,0,99.31,8,A,Urban,0
68364,111892,0.426,15701,275040,2,0,0,99.05,8,D,Urban,1
68365,111419,0.251,27382,185730,0,0,0,99.43,16,B,Urban,1
68366,111961,0.571,13145,245530,0,0,0,99.15,7,A,Urban,1
68367,12002,0.059,17535,165110,0,0,0,99.32,28,A,Rural,1
68368,12059,0,25198,225080,0,0,0,99.45,8,A,Urban,1
68369,10486,0.295,8408,92080,0,0,0,99.87,4,A,Rural,1
68370,6942,0.981,15338,124570,0,0,0,97.79,16,A,Urban,1
68371,23922,0,17893,160120,0,0,0,99.47,14,C,Rural,1
68372,15448,0.324,21183,111230,0,0,0,98.8,9,B,Rural,1
68373,99282,0.474,22642,210140,0,0,0,97.8,15,A,Urban,1
68374,82314,0,20446,54860,0,0,0,98.45,7,A,Urban,1
68375,76429,0.506,22277,225080,1,0,0,98.82,17,A,Rural,1
68376,35021,1,11690,42130,0,0,0,,2,B,Rural,1
68377,27936,0.019,27382,205100,0,0,0,99.43,11,B,Urban,1
68378,14285,0.399,25930,119310,0,0,0,98.23,16,A,Rural,1
68379,36811,0.039,20818,180050,0,0,0,99.29,15,A,Urban,1
68380,80714,0,17894,135050,0,0,0,99.04,12,C,Rural,1
68381,62933,0.011,20088,310130,0,0,0,99.73,10,B,Urban,1
68382,9281,0.844,19719,247360,0,0,0,98.89,17,A,Urban,1
68383,32903,0.662,14980,103640,0,0,0,99.04,12,D,Rural,1
68384,47890,0.923,22644,373180,0,0,0,99.26,17,A,Urban,1
68385,57339,0.502,17894,224700,0,0,0,98.44,13,C,Rural,1
68386,50157,0.08,29578,70140,0,0,0,99.78,12,A,Urban,1
68387,45632,1,19725,95070,0,1,0,99.77,9,B,Urban,1
68388,55419,0.009,25921,75850,0,0,0,99.21,26,A,Rural,1
68389,109797,0.465,14611,221640,4,0,1,99.07,8,D,Urban,1
68390,55076,0.982,13520,157550,0,0,0,99.15,13,C,Urban,0
68391,71722,0.115,20445,105090,0,0,0,98.68,19,A,Urban,1
68392,99623,0.08,10959,120110,2,0,0,98.96,17,A,Urban,1
68393,34417,0.071,17897,92520,1,1,0,98.69,4,A,Rural,1
68394,68991,0.03,21905,200030,0,0,0,99.58,12,B,Rural,1
68395,32011,0.027,26651,83210,0,0,0,99.89,4,A,Rural,1
68396,13722,0.012,28848,120060,0,0,0,,7,A,Rural,1
68397,88963,0.366,18992,235160,2,1,0,99.08,15,D,Urban,1
68398,102496,0,23001,81100,0,0,0,99.62,12,B,Rural,1
68399,64148,0.252,14977,258330,0,0,0,99.55,10,A,Urban,1
68400,18906,0.518,10227,96100,0,1,0,99.39,16,C,Urban,1
68401,3891,0.768,12425,95000,0,0,0,98.04,8,A,Urban,1
68402,44683,0.002,21915,302790,0,0,0,99.69,12,A,Rural,1
68403,107644,0,15710,206390,0,0,0,99.34,8,C,Urban,1
68404,71295,0.632,23371,183690,0,0,0,98.28,18,A,Rural,1
68405,61617,0.267,13885,1736760,0,0,0,99.88,8,B,Rural,1
68406,2800,0.093,14977,144120,2,0,0,99,10,A,Urban,1
68407,1789,0.957,18627,120030,1,0,0,98.93,15,A,Urban,1
68408,96924,0.571,13518,195050,0,0,0,99.47,5,C,Urban,1
68409,105825,0.049,15339,222610,0,0,0,99.11,10,D,Rural,1
68410,69949,0.264,13883,57500,0,0,0,98.51,5,A,Urban,1
68411,6977,0.024,18260,225150,0,0,0,99.36,8,B,Rural,1
68412,51155,0.594,22641,220040,1,0,1,99.59,9,A,Urban,1
68413,40024,0.041,20449,267100,0,0,0,99.33,17,B,Rural,1
68414,25077,0.016,29207,237560,0,0,0,99.02,19,A,Rural,1
68415,11458,0.543,20084,217920,0,0,0,98.69,15,D,Urban,1
68416,72933,0.522,23365,135110,0,0,0,97.21,22,A,Urban,1
68417,78849,0,23009,42040,0,0,0,97.37,9,A,Urban,1
68418,107809,0.827,19721,226330,0,0,0,99.08,16,D,Rural,1
68419,96512,0.026,25926,499630,0,0,0,99.56,10,A,Urban,1
68420,26906,0.247,17530,180080,0,0,0,99.75,7,B,Urban,1
68421,112328,0.557,29215,153040,0,1,0,99.32,7,B,Urban,1
68422,50277,0,28476,64600,0,0,0,,6,B,Rural,1
68423,10094,0.942,14615,337570,0,0,0,99.06,10,A,Urban,1
68424,76307,0.008,16436,170090,0,0,0,98.51,16,A,Rural,1
68425,71834,0.083,14970,180080,0,0,0,99.01,16,D,Urban,1
68426,54233,0.035,10230,75070,0,0,0,98.04,6,C,Urban,1
68427,98800,0.031,8401,46450,0,0,0,99.75,7,A,Urban,1
68428,47697,0.074,16065,281860,0,0,0,98.98,9,D,Rural,1
68429,99717,0.037,20820,48100,0,0,0,98.11,6,A,Urban,1
68430,89048,0.453,21912,219340,1,0,0,98.86,19,A,Rural,1
68431,33930,0.177,14613,141080,0,0,0,98.8,9,D,Urban,1
68432,55158,0.18,23369,145570,0,0,0,99.22,10,A,Rural,1
68433,57515,1,12784,84550,2,1,1,99.21,4,D,Urban,1
68434,30838,0.804,18265,123720,0,0,0,98.54,12,C,Urban,1
68435,104576,0.037,21540,180130,1,0,0,99.2,15,A,Urban,1
68436,110285,1,14243,107080,0,1,0,,3,B,Rural,1
68437,104979,0.073,31760,101050,0,0,0,99,18,A,Urban,1
68438,37070,1,13879,120730,1,0,0,97.79,8,A,Urban,1
68439,23575,0.652,17893,429060,0,0,0,99.37,21,D,Urban,0
68440,25249,1,13520,82280,1,1,0,99.34,5,A,Urban,1
68441,77184,0.173,24102,158110,0,0,0,99.66,5,B,Urban,1
68442,83997,0.291,10596,165710,0,0,0,99.31,6,A,Urban,1
68443,99604,0.015,18255,315130,0,0,0,99.7,10,A,Urban,1
68444,57971,0.017,22637,310100,0,0,0,98.94,15,A,Urban,1
68445,77252,1,15341,96130,0,0,0,98.92,7,D,Urban,1
68446,69431,0.371,19356,355130,0,0,0,99.47,13,A,Rural,1
68447,50915,0.658,16799,150140,0,0,0,99.66,13,C,Urban,0
68448,62640,0.044,19357,195040,0,0,0,99.32,8,C,Urban,1
68449,103392,0.499,29206,142620,0,0,0,98.72,16,A,Urban,1
68450,86971,0.044,23371,210050,0,0,0,99.88,6,B,Urban,1
68451,1647,0.425,8401,32570,0,0,0,99.89,3,A,Urban,1
68452,76303,0.351,8409,54040,0,0,0,99.86,6,A,Urban,1
68453,5168,0.16,17527,195150,0,0,0,98.89,40,A,Rural,1
68454,10368,0.051,29214,60050,0,0,0,99.71,12,A,Urban,1
68455,102523,0.1,24830,84060,0,0,0,99.8,4,A,Rural,1
68456,82653,0.023,29215,165120,0,0,0,99.73,11,A,Urban,1
68457,113913,0.726,17534,75130,0,0,0,97.36,9,B,Urban,1
68458,5709,0.152,26292,290090,0,0,0,99.38,5,A,Urban,1
68459,30331,0.021,21910,84140,0,0,0,99.37,24,B,Urban,1
68460,89606,0.008,22278,69040,0,0,0,99.89,7,A,Urban,1
68461,81674,0.02,11695,60110,0,0,0,99.4,10,A,Rural,1
68462,3612,0.74,18991,93060,0,0,0,99.26,5,A,Rural,1
68463,100986,0.015,24467,270060,0,0,0,99.89,8,B,Urban,1
68464,59956,0.189,24830,135040,1,0,0,99.56,9,B,Urban,1
68465,51866,0.354,24470,145070,1,0,0,99.19,11,A,Urban,1
68466,12573,0.255,18623,105040,0,0,0,99.56,6,D,Rural,1
68467,56287,0.164,16795,300030,0,0,0,99.07,18,D,Urban,1
68468,107615,0.081,21180,159110,0,0,0,98.49,15,B,Rural,1
68469,59955,0.051,22280,193480,0,0,0,98.81,12,D,Urban,1
68470,37594,0.15,22643,171080,0,0,0,98.78,12,A,Urban,1
68471,65941,0,12782,90090,0,0,0,99.79,6,A,Rural,1
68472,59368,0.072,16438,39070,0,0,0,97.59,8,A,Rural,1
68473,46487,0.286,21183,270130,0,0,0,98.95,14,A,Urban,1
68474,20871,0.029,20446,196530,0,0,0,99.58,9,B,Urban,1
68475,89444,0.07,19718,333040,0,0,0,98.92,11,A,Urban,1
68476,12993,0.012,25928,132610,0,0,0,99.58,12,A,Urban,1
68477,40435,0.061,13148,177100,0,0,0,99.14,12,C,Urban,1
68478,66413,0,23005,82610,0,0,0,,11,A,Rural,1
68479,7552,0.274,21540,177560,0,0,0,99.47,11,B,Urban,1
68480,93852,0.788,17891,72070,0,0,0,98.67,8,A,Urban,1
68481,39170,0.051,13883,253430,0,0,0,99.6,11,C,Urban,1
68482,55334,0.015,22277,270030,0,0,0,99.09,10,A,Urban,1
68483,36507,1,17164,90070,0,0,0,98.54,6,A,Rural,1
68484,3077,0.202,21548,121730,0,0,0,98.82,8,A,Urban,1
68485,47985,0.016,32126,63850,0,0,0,99.89,4,A,Rural,1
68486,26947,0.045,18628,242500,0,0,0,99.89,6,A,Rural,1
68487,20453,0.074,16433,211360,0,0,0,99.43,5,D,Urban,1
68488,99259,0.284,18265,48060,0,0,0,99.1,9,A,Urban,1
68489,9062,0.174,29943,63840,1,0,0,98.19,8,D,Urban,1
68490,70932,0.009,21544,429390,0,0,0,99.13,15,A,Rural,1
68491,46457,0.735,15340,279630,0,0,0,98.74,10,B,Rural,1
68492,36255,0,18258,280050,0,0,0,99.24,15,C,Rural,1
68493,68018,0.099,20812,105060,0,0,0,98.51,11,A,Urban,1
68494,81564,0.924,15700,210110,0,0,0,98.59,9,A,Urban,1
68495,61042,0.518,22638,156050,1,0,0,99.6,5,A,Urban,0
68496,63870,0.002,28847,155580,0,0,0,99.72,7,A,Rural,1
68497,55567,1,7676,30130,0,0,0,,3,A,Urban,1
68498,16200,0.018,16803,150130,0,0,0,98.74,12,C,Urban,1
68499,58270,0.036,18257,165040,0,0,0,99.23,8,A,Rural,1
68500,63978,0.01,18991,212630,0,0,0,99.37,10,C,Urban,1
68501,73695,0.019,24466,180080,0,0,0,99.71,8,A,Urban,1
68502,109959,0.031,18627,197090,0,0,0,98.17,13,A,Urban,1
68503,110882,0.369,13517,212540,0,0,0,98.65,14,D,Urban,1
68504,63138,0.234,18258,202620,2,0,0,99.12,18,A,Rural,1
68505,70180,0.274,17895,230110,0,0,0,98.91,7,D,Rural,1
68506,64801,0.045,17900,362580,0,0,0,99.83,13,A,Urban,1
68507,70306,0.22,14971,650140,0,0,0,99.29,10,D,Rural,1
68508,70685,0,21546,162520,0,0,0,99.8,14,A,Rural,1
68509,103688,0.209,25558,75150,0,0,0,99.11,12,A,Urban,1
68510,21924,0.478,20085,54150,0,0,0,98.18,14,A,Urban,1
68511,31057,0.014,27383,116490,0,0,0,99.88,11,A,Urban,1
68512,49071,0.271,18624,105150,0,0,0,98.42,11,A,Urban,1
68513,24485,0.089,20085,39100,1,0,1,97.34,20,A,Rural,0
68514,94082,0.051,25927,130560,0,0,0,98.48,15,A,Urban,1
68515,66085,0.056,25928,121950,0,0,0,99.85,8,A,Rural,1
68516,101444,1,10597,42030,0,0,0,99.32,3,A,Urban,0
68517,24922,0.342,20090,152840,0,1,0,99.39,10,D,Urban,1
68518,69802,0.77,16067,120040,0,0,0,98.25,10,D,Urban,1
68519,18754,0.048,10961,225120,0,0,0,99.6,5,A,Urban,1
68520,99617,0,20811,275100,0,0,0,99.28,7,A,Urban,1
68521,24556,0.975,21185,177230,0,0,0,99.79,3,A,Urban,1
68522,77624,1,16798,111030,1,0,0,99.49,8,C,Urban,1
68523,92123,0.07,13151,270120,0,0,0,98.86,19,D,Urban,1
68524,15721,0.239,14605,240140,0,0,0,98.21,15,C,Urban,1
68525,32349,0.011,19359,182570,0,0,0,99.34,8,A,Urban,1
68526,20316,0.124,17168,60150,0,0,0,94.8,14,B,Urban,1
68527,73849,0.399,22277,50450,0,0,0,97.9,8,A,Rural,1
68528,10791,1,11694,96090,0,0,0,,2,A,Urban,1
68529,9168,0.585,21909,180210,0,0,0,99.22,13,A,Rural,1
68530,29776,0.849,16800,129100,0,0,0,98.32,12,B,Urban,1
68531,107182,0.025,27387,150090,0,0,0,99.88,6,B,Rural,1
68532,6924,1,10964,168060,0,0,0,99.69,3,A,Urban,1
68533,17440,0.532,16797,146090,0,0,0,98.21,19,B,Urban,1
68534,5338,0.008,27385,108820,0,0,0,98.77,17,A,Rural,1
68535,83789,0.034,24098,92090,0,0,0,99.02,10,A,Rural,1
68536,89240,0.02,16430,84030,1,0,0,99.06,10,A,Rural,1
68537,84993,0.001,24104,666040,1,0,0,99.65,9,C,Urban,1
68538,83259,0.896,21906,86550,1,2,0,98.18,9,B,Urban,0
68539,42368,0,19724,93050,0,0,0,99.48,4,A,Urban,1
68540,36106,0.183,17534,127630,0,0,0,99.03,14,A,Urban,1
68541,89043,0.927,20810,630140,1,0,0,99.13,18,D,Urban,1
68542,3685,0.616,14610,726090,0,1,1,98.77,16,B,Urban,1
68543,13364,0,16437,172020,0,0,0,99.7,8,D,Urban,1
68544,4437,0.038,27750,197530,0,0,0,99.43,9,A,Rural,1
68545,43933,0.431,25929,147930,0,0,0,98.8,10,A,Rural,1
68546,70868,0.028,25558,120090,0,0,0,99.89,8,A,Rural,1
68547,54257,0.186,12781,312040,0,0,0,99.15,9,B,Rural,1
68548,76011,0,12060,216100,0,0,0,99.52,11,D,Rural,1
68549,112117,0,22644,50150,0,0,0,97.27,8,A,Urban,1
68550,49778,0.11,19716,289290,0,0,0,99.42,14,D,Urban,1
68551,10338,0.151,15703,300060,0,0,0,98.78,12,C,Rural,1
68552,112000,1,10235,78100,0,0,0,,4,C,Rural,1
68553,19695,0.087,17169,87550,2,0,0,98.74,11,D,Rural,1
68554,2440,0,25921,53330,0,0,0,97,10,A,Urban,1
68555,102488,1,9137,140000,0,0,0,,2,A,Urban,1
68556,80577,0.491,14250,330130,1,0,0,99.34,12,A,Urban,1
68557,13512,0.033,18263,420110,0,0,0,99.89,6,A,Rural,1
68558,60333,0.011,23010,164440,0,0,0,99.07,19,A,Rural,1
68559,64086,0.022,18988,135050,0,0,0,98.99,13,C,Rural,1
68560,22046,0.004,18986,441600,0,0,0,98.98,26,B,Urban,1
68561,82342,0,21915,153740,1,0,0,99.11,22,A,Rural,1
68562,110461,0.845,20454,315720,0,0,0,99.17,10,A,Urban,1
68563,112949,0.003,16066,177610,0,0,0,99.28,16,B,Urban,1
68564,104871,0.048,13152,197620,0,0,0,99.06,6,B,Urban,1
68565,64250,0.196,30666,100130,0,0,0,99.73,8,B,Rural,1
68566,47388,0.932,13515,210040,1,0,0,99.27,10,C,Rural,1
68567,27180,0.416,17533,340030,4,2,3,99,13,A,Urban,1
68568,40484,0.255,13516,171130,0,0,0,98.63,10,A,Urban,1
68569,105092,0.33,15705,240640,0,0,0,99,8,C,Urban,1
68570,27043,0.761,21179,375040,0,0,0,98.79,14,A,Urban,0
68571,55364,0,16071,201140,1,0,0,98.33,20,B,Rural,1
68572,85975,0.046,25923,228550,0,0,0,99.47,7,A,Rural,1
68573,20459,0.19,19718,210150,0,0,0,99.63,7,C,Rural,1
68574,59433,0.419,14614,174050,0,0,0,98.19,14,A,Rural,0
68575,22112,0,16439,168050,0,0,0,99.25,17,C,Rural,1
68576,43235,0.669,20813,185740,0,0,0,99.06,11,B,Urban,1
68577,83403,0.008,21906,180800,0,0,0,99.47,14,A,Rural,1
68578,63624,0.483,15339,240130,0,0,0,98.59,10,D,Urban,1
68579,85581,0.01,15344,442570,0,0,0,99.6,11,C,Rural,1
68580,76318,0.022,22280,300120,0,0,0,99.51,14,B,Urban,1
68581,23656,0.424,16075,362530,0,0,0,98.86,13,C,Urban,1
68582,69102,0.96,14250,33750,0,0,0,98.24,6,A,Rural,1
68583,30947,0.001,15709,225130,0,0,0,98.07,14,A,Urban,1
68584,94303,0.286,14240,97600,0,0,0,99.25,7,A,Urban,1
68585,72592,1,11695,35160,0,0,1,98.87,3,A,Rural,0
68586,50770,0.275,17166,162630,0,0,0,98.69,7,A,Rural,1
68587,72434,0.231,28480,60130,0,0,0,98.23,8,A,Urban,1
68588,110560,0.127,17170,160690,1,0,0,99.11,10,A,Urban,1
68589,4739,0,19716,94650,0,0,0,98.72,8,A,Rural,1
68590,82915,0.525,25200,198120,0,0,0,98.18,12,A,Urban,1
68591,61260,0.1,20816,122640,0,1,0,99.1,5,A,Urban,1
68592,3753,0.224,20452,75060,0,0,0,98.05,21,A,Rural,1
68593,59164,0.015,28117,120100,0,0,0,99.61,14,A,Urban,1
68594,61307,0.021,29570,46870,0,0,0,99.74,11,B,Urban,1
68595,31505,0.447,20090,60130,0,0,0,98.85,11,A,Urban,1
68596,8940,0.045,19715,350060,0,0,0,99.27,9,C,Urban,1
68597,1567,1,14977,300060,2,1,0,99.36,6,C,Urban,1
68598,6700,0.738,16074,84640,0,0,0,99.23,6,B,Rural,1
68599,73989,0.565,13516,60100,0,0,0,99.43,7,B,Urban,1
68600,68716,0.015,19357,337440,0,0,0,99.44,13,B,Rural,1
68601,50286,0.26,12056,51350,0,0,0,99.48,6,C,Urban,1
68602,85713,0.582,20815,231270,0,3,1,99.64,7,A,Rural,1
68603,92553,0.121,21915,172990,0,0,0,99.29,7,A,Rural,1
68604,14372,0.004,23003,45130,0,0,0,97.9,20,A,Urban,1
68605,42024,0.391,13878,225060,0,0,0,99.4,11,D,Urban,1
68606,80316,0.113,9863,84030,0,0,0,99.6,11,A,Urban,1
68607,7365,0.922,18994,406150,0,6,2,99.67,10,D,Urban,0
68608,5915,0.888,19725,288820,0,0,0,99.13,8,A,Rural,1
68609,113260,0.831,18989,315080,0,0,0,98.18,16,D,Urban,0
68610,76904,0,25928,685020,0,0,0,99.32,14,A,Urban,1
68611,110636,0.171,12419,351070,0,0,0,99.21,9,C,Rural,1
68612,22233,0.047,23740,390110,0,0,0,99.72,9,B,Urban,1
68613,68599,0.002,26289,120090,0,0,0,,7,B,Urban,1
68614,101626,0.005,21178,150080,0,0,0,99.89,9,A,Rural,1
68615,43980,0.38,18622,447140,2,0,0,98.54,18,B,Urban,1
68616,56163,0.159,13519,324140,0,0,0,99.08,9,A,Urban,1
68617,43470,0,12060,337640,0,0,0,99.21,11,A,Rural,1
68618,61960,0.022,17896,72540,0,0,0,99.13,6,C,Rural,1
68619,16425,0.042,21908,120030,0,0,0,99.87,4,A,Urban,1
68620,2223,0.019,17160,397210,0,0,0,99.18,15,A,Urban,1
68621,49343,0.782,22636,282140,1,0,1,99.12,17,A,Rural,1
68622,77160,0.001,29579,62590,0,0,0,99.65,14,A,Rural,1
68623,36467,0.495,24105,225070,0,0,0,99.4,12,A,Urban,1
68624,5321,0.013,20081,135040,0,0,0,99.89,13,A,Rural,1
68625,50844,0.838,18991,344260,0,0,0,99.28,10,C,Rural,1
68626,32030,0.025,17531,375110,0,0,0,99.41,7,B,Rural,1
68627,9708,0,19719,231120,0,0,0,98.4,9,A,Rural,1
68628,35518,0.04,22270,120120,0,0,0,99.79,10,B,Urban,1
68629,78994,0.829,11691,275120,1,0,0,99.01,15,C,Urban,1
68630,46677,1,9860,52840,0,0,0,99.25,7,A,Urban,1
68631,21057,0.072,26650,165140,0,0,0,99.84,13,A,Urban,1
68632,21383,0.185,15345,264150,0,0,0,98.97,12,A,Urban,1
68633,978,0.903,16797,160340,1,2,1,99.24,6,B,Rural,0
68634,51584,0,21910,57580,0,0,0,99.07,4,A,Urban,1
68635,91897,0.387,17529,266350,0,0,0,99.22,17,C,Rural,1
68636,48529,0.049,20455,450120,0,0,0,99.46,12,A,Urban,1
68637,24073,0.567,18260,390120,0,0,0,99.78,6,C,Urban,1
68638,87654,0.006,20090,625080,0,0,0,99.26,13,E,Rural,1
68639,48877,0.36,19353,148260,3,0,0,98.66,15,A,Rural,1
68640,91197,0.201,26660,315060,0,0,0,99.65,18,A,Urban,1
68641,37761,0.402,13148,105080,1,0,0,98.67,9,C,Urban,1
68642,95575,0,33588,145640,0,0,0,,3,B,Urban,1
68643,8274,1,8040,112630,0,0,0,99.86,4,A,Rural,1
68644,45097,0.871,20818,103500,0,0,0,99.08,7,A,Urban,1
68645,106390,0.639,11690,150110,0,0,0,97.84,16,A,Urban,1
68646,69203,1,8767,103200,0,0,0,99.67,3,A,Rural,1
68647,29135,0.274,13876,60020,0,0,0,98.53,9,C,Urban,1
68648,98529,0.321,19724,396980,0,0,0,99.55,10,C,Rural,1
68649,23392,0.313,23374,227630,0,0,0,99.26,10,B,Urban,1
68650,101059,0.059,25925,98740,0,0,0,97.95,13,A,Urban,1
68651,51413,0.142,17899,275040,0,0,0,99.85,7,B,Rural,1
68652,44806,0.706,17532,81050,0,0,0,99.72,4,D,Urban,1
68653,43132,0.92,22639,171140,0,0,1,99.18,6,A,Urban,1
68654,40197,0.033,21178,228140,0,0,0,99.41,6,B,Urban,1
68655,5103,0.062,17530,78110,0,0,0,96.84,8,B,Rural,1
68656,95981,0.204,21546,119140,0,0,0,98.44,7,B,Urban,1
68657,54793,0.249,14976,118610,0,0,0,99.3,9,B,Rural,1
68658,55390,0.206,14605,57750,0,0,0,99.24,14,B,Rural,1
68659,23425,1,12785,67540,,,,,2,C,Urban,0
68660,110753,0.763,16430,237030,0,0,0,97.84,29,D,Rural,1
68661,70366,0.014,20815,210070,0,0,0,98.79,14,B,Urban,1
68662,82131,0.072,20816,93990,0,0,0,98.58,7,B,Rural,0
68663,3979,0,21549,667730,0,0,0,99.66,6,A,Urban,1
68664,49557,0.032,23371,39620,0,0,0,96.77,9,A,Urban,1
68665,10515,0.006,14615,241920,0,0,0,98.65,14,B,Rural,1
68666,50551,0.75,17167,149050,1,1,0,99.6,9,B,Urban,0
68667,2736,0.039,20451,315100,0,0,0,99.56,9,A,Urban,1
68668,79441,0.469,14614,259780,0,0,0,99.31,15,C,Rural,1
68669,36684,1,13151,60140,0,0,0,98,6,A,Urban,1
68670,28119,0,28841,46700,2,0,0,99.56,6,A,Urban,1
68671,107817,0.023,14614,90110,1,0,0,97.24,10,C,Urban,1
68672,8888,0.02,19358,120060,0,0,0,99.08,10,A,Rural,1
68673,105801,0.046,21177,139100,0,0,0,99.37,12,B,Rural,1
68674,73308,0.825,15705,114100,0,0,0,99.64,7,B,Urban,1
68675,74776,0.014,16796,275450,0,0,0,99.39,8,B,Rural,1
68676,112137,0.789,13875,278510,0,0,0,99.34,14,D,Urban,1
68677,30319,0.007,27747,30040,0,0,0,98,13,A,Rural,1
68678,53255,0.409,11690,68960,0,0,0,97.95,8,A,Urban,1
68679,9751,0.009,19721,200130,0,0,0,99.14,15,A,Urban,1
68680,21286,0.721,16430,274290,3,0,0,98.92,8,D,Urban,1
68681,111410,0.208,21905,137530,0,0,0,98.8,7,A,Urban,1
68682,55088,0.102,17895,111050,0,0,0,99.09,15,C,Rural,1
68683,106657,0.147,18986,450070,2,0,0,98.97,7,C,Urban,1
68684,103506,0.023,21542,191060,0,0,0,99.44,10,B,Rural,1
68685,108320,0.412,25557,105070,1,0,0,97.39,22,A,Urban,1
68686,52348,0.422,14612,162110,0,0,0,98.49,10,B,Rural,1
68687,33989,0.877,13519,144620,0,0,1,99.06,10,B,Urban,1
68688,113233,0.019,16796,271800,0,0,0,98.89,6,D,Urban,1
68689,96210,0.057,18255,138120,1,0,0,98.49,19,A,Urban,1
68690,5148,0,12785,75780,0,0,0,99.03,14,B,Rural,1
68691,13502,0.063,21543,133590,1,0,0,99.24,12,B,Rural,1
68692,95076,1,14243,69910,0,0,0,99.64,6,A,Urban,1
68693,16331,0.973,22271,181380,1,0,0,98.09,14,A,Rural,0
68694,64296,0.03,23000,147130,0,0,0,99.33,14,A,Urban,1
68695,84989,0.996,14975,120450,0,0,0,99.3,6,A,Urban,0
68696,52757,0,24102,246510,0,0,0,98.75,10,A,Urban,1
68697,64667,0.194,16437,249070,0,0,0,99.06,18,D,Rural,1
68698,81088,0.802,22643,324040,0,0,0,98.65,17,B,Urban,1
68699,42053,0.012,20815,114040,0,0,0,98.23,22,A,Rural,1
68700,92962,0.507,18986,272530,0,1,0,99.77,7,A,Urban,1
68701,27261,0,18265,525760,1,0,0,99.16,11,D,Urban,1
68702,96768,0.938,11691,90110,1,0,0,99.46,9,A,Rural,1
68703,62352,0.021,20086,183080,0,0,0,99.65,11,B,Urban,1
68704,351,0.001,23731,650120,0,0,0,99.57,20,B,Urban,1
68705,78405,0.675,27018,180090,0,0,0,97.94,17,A,Urban,1
68706,88469,0.117,24100,102210,0,0,0,99.45,21,A,Urban,1
68707,6385,0.137,28840,87120,0,0,0,99.39,12,B,Urban,1
68708,62048,0.345,25560,68130,0,0,0,98.93,9,A,Urban,1
68709,46591,0,16804,650090,0,0,0,99.33,6,D,Rural,1
68710,71529,0.439,13876,300100,0,0,0,98.88,12,D,Rural,1
68711,515,1,9867,76230,0,4,0,99.86,2,A,Urban,0
68712,77281,0.021,21541,500100,0,0,0,99.04,19,A,Rural,1
68713,41673,0.084,14973,153690,1,0,0,98.87,17,D,Urban,1
68714,105998,0.033,28110,150150,0,0,0,98.51,13,B,Urban,1
68715,73051,0.062,19359,252050,0,0,0,99.19,12,D,Rural,1
68716,13175,0.052,12416,180100,0,0,0,98.88,15,A,Urban,1
68717,7115,0,20449,118050,3,0,1,99.18,9,C,Rural,0
68718,22498,0.649,12785,33430,2,0,0,97.03,11,B,Urban,1
68719,104362,0.867,21183,210130,1,0,0,99.08,7,A,Urban,1
